,ID,Comments / Message
279,3276f9b781d89da4c1c750262a4994e4,im gettin sleepy.Ok baby talk to later kiss loves.luvs!.PO.KISS.  
280,327f3f853bec394db890e7ad6e4b964c,i probably wont be back later tonight...or over the weekend either...so maybe monday or even tuesday.i get in around 4 on tuesday...so ill check in here when i get to the hotel.have a good weekend.c ya later.shoot im sorry.ill check sumtim this weekend 2 i gess just in case ur on.cya next week i hope!!!!.  
281,3296bcd20e79046fd8a26c3a23e32edd,u still chatting Luke.When u get done im me ok i'leave it on.u have thoses pics u were going to send me.i'am going to get off line so u can call when u r done k.:-) Lov ya.  
282,331cfb0aaebe49faa87ffd036ecd1aa5,you still on.hey.i was eatin.u still there?.  
283,333cf34fbd86ac87facd5e4f8a9f0e5a,hey cutie. ;) remember me?.hi.hi. so am i still coming over on what? sat?.yes no?.hello?.<text/>  
284,337e890f15b46e3b845c0dc6d82652e9,call me when your done kk i keep missing u.DewFrEaK248 is online but may be away from AOL right now..  
285,339d903dd4b657cf3b8bb54ebba45239,been super busy.things will calm down soon.i love you and miss you too.still dont know about august yet.  
286,33a700fe2230bb20123c560c73f27586,when am i cummin ?.i need the zup code.sorry my computer totally died.:(.zip code.like yahoo wouldnt load.kylie give me the zip code.please.edit.sorry.my yahoo isnt working right.well i tried to mapquest it.swwms fine to me.*seems.i totally got booted.and then couldnt sign back on.its cool.ok whole address.removed.edit.ok one sec.you told me belleveiw before.ok when?.when do u want to ?.your mom gone/.???????????.she will be in the morning.be here at 330.you wat me there at 330?.give me your number and i will call when im on my way.removed.ok ans i will call you whe i get to your road so you can mett me at the end of your drive way if thats cool.thats cool.ok so what time like 330 or 4?.yeah.ok.how about 430.wht time do you get out of school?.thats cool.ok it take me an hour to get there are you gonna be home at 330?.yeah.ok i'll call you tomarrow.  
287,33fb9a6b8ab107f76cf602525c3fd980,hi.ill be on later tonight.still working 4 awhile.  
288,3401617be3e7040f76a7dba0aca118f5,hi.hey sexy.hi.how are you doing.good.whats are you doing.nothin.why.donno lol.lol your cute.what r u doin?.just got home for hollywood studioes.awesome.did u ride roller coasters.yea it was awesome.yea i did.cool.then it rained.again?.so did u leave?.yea.did you miss me.ya.awww miss you too.you alone.ya.cool.you partying lol.lol.kinda hard 2 have a party by myself.oh ill party with you.what kinda party?.mmmm what kinda party do you want.I asked you.a naked party lol jk.lol.naked huh?.i aint never been 2 a naked party.lol oh nor have i just with only one person.one person?.yea.ok lol.lol you get it.one person partys sound boring.cant have a party by urself.no am saying a naked party with two persons silly lol.two people aint ONE then lol.what i meant was have a party with you when i come home lol silly.ohhh lol.k.your cute.do u mean u wanna have a nakie party with me?.yes lol.that ok with you lol.i aint never done that b 4 lol.might b ok.its fun.what do u do at a nakie party?.whatever you want.watch movies play games drink etc.k cool.i just seen one guy naked well kinda naked b 4.oh and what happened what did you think?.was interestin lol.like do tell.ok what did you see ?.my x bf.what did you see.his privates.:-/.ooooh.whats with the?.i thought u left.no i had to pee.and were you naked.no he didnt tell me 2 do that.oh would you if he did.i guess.he said gfs was suposed 2 do what bfs said 2 do.oh if i was your bf i would never ask you to do anything you dont want to.but hey am going to eat really quick il brb :-*.ok.i gotta go.ttyl.PO.dang i just got back to well i didnt mean to scare you off forgive me.  
289,3419e9cf00fa5ca77b4175fd136b734f,k back.tell me something sexy.what?.just ay anything that cimes to your mind.i hate math.I love it.i mean i do good i just hate it.it is an imprtant topic.  
290,342b6a346d048fea9134ab9d2f5343d5,"hi.hey!!.whats up hun.nutin.how was ur day.ok.colddd.aww how come.cause its cold.haha ya.lolzz.im not cold yet.i just took a shower.kewl.&gt;:D&lt;.hehe u need one more than me.yea im still cold.lolz.haha.tickles u.giggle.lol.ur quiet.so ru.i know.sorry, I'm kinda bummed.y.the old lady.she bein mean??.yes.sowwy.not ur fault.&gt;:D&lt;.thanx.im just bummed.wish i culd cheer u up.i know.its alright.whatcha thinking about.wunder how 2 cheer u up.i dont know.just talk to me.ok.about anything.whats ur fav movie.i like tombstone.and gladiator.u.i luv harry potter.hehe which one?.all of em.;).why does shakira have extra hip joints.lol.lolz i duno.its weird...yet hot.she can dance.yes she can.shes pretty 2.very.lol.ur pretty too.aww ty.ur still quiet.big mac was in mty lap.ic.lucky cat.;).:).WAKE UP.im here.lolz.mhm.what u doin.wathicng TV.kewl.not much on.yeaa i now sux.i hope I get a snow day tomorrow.me 2.haha.going to play in it?.yea!!.lol.mom hass 2 work.cool.ill be stuck here even if im off.mom hsa a big truck.i dont.lol.pokes u.in the tummy.giggless.:).:).i gotta go.nite nite.ok hun.night.  "
291,34b446c065797f740d2374f674e62dad,"<text/>hi.how r ya today.good.how r u?.cool.what r ya up 2.doin homework.almost done.oh sry , dont wanna bother ya.nope ur not.k.u can sit on my lap and do ur h/w.lol.lol.would u be able to concentrate ?.ya its k lol.i ment if u were on my lap.could u do ur h/w.o lol.<text/>idk bout that.o could give u a back massage.i.sounds relaxin.yea.sound good ?.ya sure lol.but i have a problem, my hands have been known 2 wander sometimes.oops.u may like that though.lol.<text/><text/>r ya done.almost lol.k.id like 2 massage u.aww ty.do u like 2 give them ?.haha.mm dont think i ever gave real massage.would u wanna try.ya sure.mmm, id like that.where would u like 2 massage me.idk where do u like massages?.back is good, neck.idk, what do u think id like.idk lol.<text/>back n neck is good.yea id like that'.but id have to lay on my stomach.and i couldnt role over when u were done.lol.y?.what do u think.o yea nm.lol.u would prob wanna massage it though.would u give me a massage in ur nighty ?.geez lol.what.ur in a funny mood.lol.really?.u make me laugh.me 2.lol.i mean u make me happy.me 2.id be happier if u were here giving me that massage.awww.yea.would u give it in ur nighty though.idk lol y?.i think id like that.ok a tee and ur undies then.mo bra.no.ok, u must be busy , i will be on later tonight.<text/>did u go?.bye.  "
292,34cfd4457ca99b743c18155ae7ed1335,hi.Hi.no school.snow day.so nope.o ok.Want me to call you?.sure i have to get off.calling card.I have my prepaid cell.just got more minutes yesterday.o ok.but if the calling card you can save those.work's.there's not as much on that.can try.how many minutes are on the card number.dont remember.not alot.o ok i'll get offline.Ok.you there.  
293,34e5455c4f9ffbb7cf65faf520cf93a8,hey bill.hey my dea how r ya hun.dear.im good how was ur day?.very good i just got a new game.cool wat is it?.its called god of war 2.cool u playin it now?.yea.its really bloody.ewww.lol.but its good.some of the game is better then the first but there are better parts as well.u good at it?.well i was use to the first game so i kind of know already what i should be facing.some things are diffrent though.is it hard?.well i am playing it on easy mode first just so that i can see what i am up against but yea.there are new places new monsters and gods that i must deal with.u can get em :).thanks im already killing them.did u get my message last night.lol.one other thing i am playing it on my new 50 inch screen tv so it looks awesome.omg new tv?.u had fun gettin stuff huh.yea i just bought it.wow sounds big.well when u work hard and when u save up u can buy whatever u want.it is.yea i had alot of fun buying these toys lol i got a big sale on this tv as well like 700 dollars off of the origional price.i think.wow thats so awsome.it is.so did u get my message last night.i was so exhausted.yea it was cool.u were tired.yea.u get some sleep?.i swam like 2 miles yesterday and 1 mile today.yea i got like 9 hrs of sleep.thats good.so did u miss me.yea.so what else is new is dad treating u nice.yea.hes better today.why is there something wrong.he was just in a real bad mood last nite.so have u said anything to ur friends or are they wondering why ur talking to guy my age.oooo.nobody said.ooo.i saw ur profile and some girl said are u crazy or something.huh? lol.u mean liz?.when she said wat ru thinkin?.yea lol.she just wanted to know wat i was thinkin bout.with what.cuz i didnt feel like talkin on the phone.o ok.so has anyone ever asked u about me with my profile.nope.wow ok.ur pic looks like a rock star or somethin lol.mayb they think ur a band.ooo no the pic is actually from the new movie spiderman 3.yea lol.so whaty r ya doing now.nothin.u still playin ur game?.yea.im soppose to go and meet up with my friend soon.o date huh?.no its a guy.we have been friends for the past 3 yrs.did u think i was gay.no.doesnt matter.what is that soppose to mean.i wouldnt b mad.kinda sad mayb lol.im not gay.cool.and it is not a date we are exchanging music.k i didnt know its a guy lol.u kind of made me mad for a second there.im sry.i didnt know ur freind was a guy.ok.u mad?.im sry.no.fighting minotaurs.haha.get em good.hey yea im kicking ass.no i am not mad at u dont get so jealous.im not.y u think that?.i promise we will meet as long as u want to meet me.because ur always thinking of me going on another date.just wonderd.o really.ya.i think u already have stronger feelings for me.ur cool.o thanks.u still doin ur game?.yea i cant stop playing i am getting new powerful moves.k hope u win.yea i am but it will be a very long time.o ok.  
294,3520eb14eef719c1efd12a4d118297bb,"hi.Hi.what's up.Not much.Been studying.i bet.Lots.Yuck.yuck,yuck.Yeah.No fun.And some tests are hard.i bet.So what you been doing?.reading and watching tv.Oh.playing.You're playing?.no now.earlier.Oh.still swollen.Ouch.yea.Sorry.how about.you.Studying.been playing with yourself.Not today.wow.rented some movies today.What ones?.jarhead,the exonerated,prime,just friends.Are they good?.haven't watched them yet.Oh.i like your picture.Thanks.I don't to much.why.Cuz it's me.lol.but your beautiful what does your mom and dad think.Mom don't say alot.Dad says I'm cute.who's brother your dads or moms.Huh?.your uncle is that your moms or dads bother.r.My dads.But shhhhhhhhh.o ok shhhhhhhhhhhh.you and your mom good friends.Pretty good.BRB got to go to the bathroom.ok.Back.You there.i'm here.hi.Hi.<text/><text/><text/>your an angel huh.wish i could kiss your boobs.lol.i better let you go study.I'm here.This thing kinda froze.Stupid yahoo.i know.We got a do a algebra test tomorrow.<text/>i better let you go study.Ok.Talk tomorrow ok?.<text/>ok.Night.<text/>take care sweet dreams beautiful lady.did you see what i wrote.You to.Yeah.what.Thanks.<text/>Talk to you tomorrow after school.about me wanting to suck you boobs.lol.Yeah.ok.sorry.You can.<text/>kewl.But you said kiss not suck.LOL.i know just wanting to see if you saw it.Yeah I did.<text/>See I pay attention?.Night.:-h.nite.kewl lady.nite.<text/><text/><text/>awwww.<text/><text/>Night.night.  "
295,35452383be88d248e9142d2f001f924b,hi.whats up.n m u.nothing just got home from the bar.have fun?.yea but my friends pissed me off.im sry y.its ok they do that every month lol.haha must b girls haha.no there guys.oh haha not good.no really not good lol.haha.why you up so late.im bored n cant sleep n it only time i get on when muh mom sleepn.that sucks.you know i didint even ask how old you where.hahaha 13 u.wow um 21.haha y wow.cause your 14.13.haha so.its nothing bad but your just 13.haha ok.but your really cute.ty.to bad your not older.quit sayin that im not a baby sheesh.im sorry.im fixin 2 go u wanna talk more?.yea im bored lol.all that time at the bar and no ass what a waste lol.well ig otta go n a min b4 muh mom wake up add me n we talk more 2morrow k.ok.  
296,359434ac95f2b43d79f98f70b3fbf871,hey whats up.hi.nothin.what u been doin?.nothing much just ate dinner cant sleep what you doing.i ate a big dinner 2.n i ate 2 brownies.n now im stuffed.wow lol.how come u cant sleep?.idk just cant wanted to go to the beach today but had to do other things.so no beach?? that sucks.yea i cried lol.what else did u have 2 do thats better than the beach??.found a place to live for a month.cool.r u gonna stay there?.just for abit and then maybe come back to utah.cool.u might wanna stay there 4 ever.na dont know about that maybe one day ill get to meet you if i end up in utah.really???.cool.yea why not.might b real cool.one day tho.cool.dont want to make the wrong inprtion is all.u wont.i know.lol.how tall are you?.5 f 2.how tall r u?.cool 6 f 3.ohhh ur tall.yea i am like being tal.cool.what other things did u have 2 do?.am pretty much done why?.was just wonderin.oh ok what are you doing.just chattin.our company finally left.what company?.had cousins over for cook out.n we played harry potter scene it.lol fun.did you win.no lol.aww that sucks.ya lol.my cousins r real good at it.lol cool.they were faster lol.guess ill have to play you.ya.you might beatme.lol.i read all 7 books n i got all the movies.cept 5 but i saw that one.couple times.sweet yea youll beat me.cool lol.but ill do my best.its ok cause i like 2 win!.oh i c lol.well in this case i guess i have to win lol.noooo.i wanna win!!.noooooo i wanna win.lol.lol.you will try but not sccessed lol.then u better start readin lol.cause im readin all the books and watchin all the movies b 4 the next movie comes out lol.oh its on.on tv?.no i mean its on am gonna win.ohh duh lol.ok game on.lol your silly.lol.my gma wants me 2 help her clean up in a few min.ok will you be back/.?.will try.ok hope so i enjoy chatting with you.i like chattin with u 2.ur cool.thanks.ttyl.PO.  
297,35afc0d3370b0e1321b8390dd7b68e65,hey u talkin 2 me?.about what.lol i dunno.im jus sayin hi.wat u doin?.nothing u.listenin 2 music.eating.how r u.u busy?.no.u wanna talk 2 me?.i guess not.im sorry u mad at me.y wont u talk 2 me? y u so mad at me?.about what.y u so mad at me?.y wont u talk 2 me.about what.i dont want u 2 be mad at me.ok then leave.y?.u wanna meet?.if u do.but i dont want u 2 be mad at me.i wont meet u at ur house.k.where i meet u?.u wanna meet me at park?.like u said?.yeah.will u come over after we go 2 park or wat u wanna do?.maybe.we can go in jacuzi if u want.please dont be mad at me k?.hello.do u only like older guys.I guess i dunno.u gonna be mad at me 4 ever?.would u see a guy under 18.yah.i had kinda bf he was 17.u there?.helo???.y u so mad at me?.hey can i call u?.no.k.u gonna tell me y u so mad at me?.stop asking.k.i go crawl in da ocean.what.i go crawl in da ocean.maybe some crab will bite me.lol.or u can thro me in da ocean if u want.do u have money.yah.can u get a taxi.no.i dont have dat much money.u said no when i asked to meet u at the park.yah i can ride my bike.i was sad u didnt come over.we could go in jacuzi.ok meet me at the park.u will?.wehn?.6.u kno wat park?.yea do u.yep.lucessi.or how ever u spell it.why did u say no yesterday.cuz i was sad u didnt want 2 come 2 my house.i rly wanted u 2 come over.i was all ecited.were u looking out ur window when u called me.no y?.whynot.i looked b4 but didnt see u.then u didnt come.i wnet in jacuzi.i dont have window in jacuzi.so u were looking out when u called me the first time.yah.out upstair windo.ok fuck off.wen u said ur on castle.?.wat?.wat?.i looked 4 u but u didnt come in like u said.then u said u on 101.there were police there when u called me.u fucking liar.i didnt see them.i swear.ok ur lying and blinde.bye.dont talk to me.no im not.i promise u.i didnt see.iggy.noooo.i promise.i swear i didnt see them.im not lyin.pls dont be mad at me i didnt see.i totally promis i didnt see.  
298,35bbefd2068ae346b42d458fef660e7f,hey Aime.it is 12:45Am.I am feeling sleepy.we will chat romorrow night.take care.:x:-*&gt;:D&lt;.  
299,35e10b9e0746cd00505fe1fc04a8940a,Hello friend whats up..hi.not much.what u been doin?.Nada just got back from the beach..cool.did u have fun?.what beach?.  
300,35ea1be14b9e5998ff5007347226c54a,?.hi.tell me.like what?.how are you?.ok got home from practice.nice.like i work so hard.you will get to it.no like no one gets it.my scores sucked saterday.whena re we going to the movies and dinner?.so i like was off.you will do better.my coach made me do the same dive like for the hole practice like rubbin it in my face.i know i fucked up.that is the only way to improve on a daily basis.just me no i fucked up.but you need to place all your effort on the future.forget that it didnt work on Saturday.i just wanna bail.fuc him.like im the best on teh team.but dogs me for like 1 time.u dont get it too.I do. It is ok.yu do?.I like you.but like not like like me but u no i was not me.i mean i am the best on the team.I heard that. I feel proud of you for that.so like y rub it in my face.my dick?.huh?.you said to rub it on your face.like i fuked up at my meet.it is history now.not 4 my coach he made me do the dive all of practice.I would do the same.i did like 10 the first time.i hate him.that is his job.no he works for fords.Yes but as a coach.no like day he works for fords then is my coach.do you still want to meet me?.totally.good.what is a good moment?.like i got meets but said im like got the house the weekend when my dad takes the slut to disney.mmmm.Can we fuck in the house?.like in my bed?.if you want.idk.I would do you if you want me to.anything you want to do.i do but like dont wanna get used like one time.you tell me what you want.want to fuck me?.if ur my boyf.i will.would you pref me to masturbate you with my hand or with my mouth?&gt;.i guess.I would let you decide.idk.what do you mean?.like i dont know.ok.k i gtg.ok.like u gotta cell?.hugs and kisses to you.?.edit.but like when i call?.ask me when you see me online.now?.my fone is dead.ok.my dad got the other fone.ok.like is that like i can call any time or when u say.I only have the phone sometimes after work.  
301,35fccae45015aa34acdeafa569f86f52,"hello.hello sweetie.:D.where did u go.wife was hovering.o.:-S.yeah.have a few seconds.i love you.i love u.thinking about you.thinking bout u 2.:-*.:-*.i want to be with you.:).i gtg.k.love u.love you too.alot.more everyday.:D.you feel the same way?.yep.ill give you my number this weekend.maybe you can call me.k.&gt;:D&lt;:-*.:x:-*&gt;:D&lt;.love you sweetie.alot.love u lots.im falling for you.:D.what about you?.same:""&gt;.:D.cool.goodnight.nite.love you lots.:x.love u lots 2:x.ttyl.k ttyl.  "
302,365cc773ed80de2bab8666813336a2fb,u still on or sleeping.ok sleeping.HELLO.sweet dreams ;-).  
303,366858d9ac34d2688223df8719c1e331,"still here ....yah i here.whats goin on.nuttin.u.just listenin to music.my fav song ...saving abel ...addicted.without me.:(.i have apimple 2.oh no.worlds gonna end.it mite.u have a pimple.u gotta camera on your cell phone.im tryin to figure out how to take movies on mine.it dont work.it got all wet when i droppe dit in the toliet.wut kinda movies.just video not movies.brb.whatcha doin.i back.summin.none ya.huh....why wouldnt u tell me.thats wierd.cuz.i wa slooking at my pimple.i c.i dont like it.pop it.i did.so did u shave and get all pretty when u got home.wut u care.cuse im still tryin to convince myself to come see u.relly.r u messin with me.was thinking i could at least take u to a football game thats not illegal.no its not.r u kidding.please dont b.no im just thinking about it.how long u gonna thnk.why u makin other plans.umm no.well im thinking i dont know.i put on sweat pants.u r drivingme crazy.:).im driving myself crazy.u even made me cry u know.so dont b messing with me.hey im bein honest, dont know what more u want.u know wut i wnat.yer just thinkin about yourself.lol.umm no.i thnk we wuld have fun 2 gather.not jst me.i mean i hope u wuld like being with me.i already know your cool.thats not my concern.and cute.:-P.and a smart ass.and u like it.yeah.:D.O:-).u are soo bad.tryin to make me feel guilty arent ya.no.i gotta go shave, be back in like 5 min or so.kk.u better hurry.or ?.or i will not put my jeans back onif you come over i will wear ugly sweat pnats.oh i dont want that.yah n u mite see my pimple.i rushed and cut my ear.poor baby.yup bleeding.wantme to kiss it n make it better.ha ha.damn your horny.is kissing ears horny?.yup.i didnt know that.u wanna call me.nah.:(.ok.i will call u.how was your day i didnt ask.it was ok we didnt do much 2 day.how was ur day.good....not much work.we shuld have polayed hookie.uh huh.so your mom left im guessing.yah.i talked to her earlier.she didnt leave any rules for u ha ha.umm no.i gotat put the sheets back on her bed.wut u doin.u not saying nuttin.i got booted off.&lt;):).what did u say.o i sorry.i sia di gotta put the sheets back on my moms bed.oh.why...did u want me in your moms bed ?.she does have a big bed.i have a nice bed in my room.i c.is your mom gonna check in on u tonite.u meen call me.yea.no.she told me to call her if i needed aummin.oh.something.i talked 2 her earlier.they were gonan stay at sum motel she liked.cooll.yah i like hotels 2.is it hotel or motel.hotels are better than motels.yah hotel then.i dont like them.they r fun.you know how many people sleep in the same beds ...gross.so what r u gonna do for halloween.u make it sound bad.idk yet.oh.ut u gonnado.got a halloween party to go to.o yah u told me that.u should come trick or treat at my door...give me a trick.i wanna b a dallas cowboy cheerleader.yah wut kind.dont know.is atrick better than a treat.so how long would it take for u to get ready if i came.how long it gonna take u.i could be out there in like 25 min.i wuld b ready.cuz i just gotta change clothes.oh.i took a shower earliler.so my hair wuld b dry.how far is that chase bank from u.knapp and beltline.tahst a lil ways.oh.how far is knapp from your road.like less than amile i thnk.so u could prob meet me at the end of your road where it meets knapp.i live off.so.y u wnat me 2 walk up there.cause.umm i rely dont wanna b hanging out up on teh corner.yeah.umm.u could just start walkin when i leave im sure id see u.i gotta get ready.omg.i got booted.ok.i gotta get ready.i was trying to sund like i culd hurry.oh.did u make amap it easy 2 find.i know where it is.right off duinigan and its the second house on corner.well if i leave your gonna walk down dunigan.uif i am ready in time.i gotat walk maxie reel fats.fast.but i only like walk her around the back yard.ioh.she is looking atme now.if i get booted agin u can call me.r u here.yes.i tught u got booted 2.nope.ok good.cuz u not saying nuttin.sorry.its k.yo mommas so dum she tught taco bell was a mexican phone company.nice.can u speak spanish.honestly i can understand it ok but i dont speak alot of it.yo momma so fat the back of her neck looks like a pack of hot dogs.yo mommas so fat when she fell down she rocked herself to sleep when trying to get back up.funny.yo moma so fat she make free willy look like a gold fish.thats funny.yo mommas so short she gave your daddy head while standing up.too funny.they r just dum.u got a pic for me.u forgot what i look like.no ....blue shirt is new.pretty hot.:-P.i dont like taht pic.my nose looks big.nothing wrong with it.oh i like that one.best one yet.nice dimples.how tall r u.5 2.oh im like a foot taller.i know.:).n u scared of me.not scared u of.bok bok bok.if you were 5 years older youd be my girlfriend already.just a great person.:-P.i lok fat in that pic.all i know is you like takin pics of yourself.lol.i dont have any ha ha.just one.its cuz u a guy.yeah.u like lookinga t me.yup.k then.:-P.can believe u dont have guys at school wanting u.umm i dont like them.little boys.i c.they r.so did u walk your dog.umm no.slacker.she is prbly dying.if she pees on teh floor its ur fault.nopw.nope.yah cuz she culd b going out n i culd be getting ready.i know.its 8.yeah yeah.i didnt know if u had a clock.there is beer in the fridge i shuld drink it.what year were u born.94.lol....a year after i grad high school ...omg.july 13 1994.i did tell u my mom was 16 when she got with my dad.yes.he was 36.least thats legal.no body made a big deal abut that.16 is legal.well age of concent.consent.and u dont speed.huh.do u speed.nah, like 5 over.yah sure.goody 2 shoes.2 tickets when i was 16.for speeding.u drive like granny.i just take my time.yeah probably.ok maxie is gonna attack me.ok.u coming or not.hmmm.u wanna say yes.demanding are u.u like it.i dont wanna sit here all nite.not really cause u know this is not an easy decision.u wont b sorry.u know it.go walk or dog.yer.and then wut.then come back here.kk.ok i back.im all ready to leave just cant convince myself to walk out the door this suck !.omg jst do it.lol.i will give u a big kiss when u get here.n u will feel all better.i have butterflys.yeah yer all nervous.yah.idk if its cuz u r coming or cuz u mite not.im not nervous.no.how many times have u done this before.cant be your first.like done wut meet a guy.yeah.1 million.sureee.wut u thnk.i dont know.none.wow.why me then ?.idk.we just clicked.wish u wouldve never told me yer age.me 2.how far is that  from yer house.like 2 houses.oh pretty close then.u make a right.n its the second houes on teh corner.<text/>its on teh house n mailbox.<text/>just wondered why u want to do this.u thnk way 2 much.aint we talked abut this.yeah.my bad.u r bad.very bad.u atease.:-P.if i did this 2 u u wuld b all pissed off.no i would understand.relly.yup.do i need to bring my suit.if u want to.ok.just start walkin in like 10 min.ok.its cold.ill try and make my way there.u better not b kidding.if im not there is 20 min walk back home.u gonna call me.im gonna at least try.no.kk.15 min i should be out that way.later.bye.hey u here.  "
304,36bb0ed89585f1ac43b26d4bc6d90fd2,Hi Chrissy..How are you?.ok.That is good..:*.;).=P~.  
305,36c4e9a1d1b5ccb25e9a9e87e89bf805,hey baby just so you konw whats going on there going to put a couple pins in my arm so i wont be there tonight but we will see bout tomorrow k.Pins?.please dont be mad or upset i love you so much.pins to help my bones heal quicker.omg.wut happened?.the accident hun.ill be ok.im not mad at all i just want u 2 be ok.i will.but i just wanted you to know whatsgoin on i gotta go get ready for the operationsk.i love you so very much im sorry.i lveo u 2 and im sorry u got hurt.you mean everything to me.and u mean everything 2 me baby.i love you ill talk to you as soon as there done with me k.ok.love you princess bye bye.by.  
306,36d0d2a90fc3e165c2a4b6b1ccbb2869,hi.Messenger just closed.Weird.your something.Why you say that?.cause i think i love you.lol.Oh.How you know?.You haven't met me yet.just kidding but i know i like you alot.I like you to.As long as you're not a cop.come on.LOL.would a cop do this.Don't know.know they would get fired.Oh.How you know that?.its really swollen.You hurt it again huh?.yes.The vacuum?.It froze I think.But mom just told me to get to bed.Better go.<text/>i'm back.Ok.I better go to bed.So mom don't get mad.put ice on it.Owwww.Talk to you tomorrow after school ok?.<text/>hi.you there.  
307,3707326db38bae6380147223f3e01cec,"Back?.Gotta shut down for a bit, back later.im here.  "
308,378328e3069cbd7cf6b4b7d9c09325e3,"hello Aimee.&gt;:D&lt;.:-*.hello Aimee.come on chat with me.why u r invisible?.Aimee it is 12:40Am.come on talk to me.hello it is 12:57.hey Aimee it is 1:03.u supposed to come early tonight.and it is 1:03.hi.hey.how r u honey.hi.how r u Aimee?.sleepy.but good.good.gotta go to bed soon but I wanted to say hi.how was ur day?.sure honey.so how is ur mom?.mean.today also?.still she is in bad mood?.kinda.ic.so no chance for u to go to dads place on Friday??.nope.:(.:((.I need u Aimee.u know it is looks like I am l m living like fish without water.so weekends does mom goes to her friends house?.only sometimes.ok.if u would knew then then I could come to u.and before she come back home leave the place.thats not a good idea.i know.I am really loosing my patience to see u.I am sorry.its ok Honey.atleast u r sneeking in the nights to chat with me.I am very much happy for that.ya.any how we will wait for nextsaturday.till then please keep quiet at home, behave like a very good girl with mom so that u get a chance to go to dads house.otherwise she may not leave u to go to dad.I no.I will.good honey.I love u.actually I wanted to buy a webcam for u this week before I come to u.but now I will buy on saturday.ok.so tell me how do u feel to be my girl friend?.I feel ok.do u get scare of me now?.tell me honestly.a little.but not so much now.why?.I am always open to u.and tell every thing what ever u ask.and always tell the truth.its not your fault silly.i love it when u call me silly.lol.u dont have to get scare of me any time.ya.u can feel I am ur own body.and soul.ok.how do u trust onurself.that way u can trust me.ic.i am really telling the truth.i no.I love u Aimee.i no.I have to go to bed now.ok Honey.I will talk to you later.good night.give me a big hug and very tight kiss.&gt;:D&lt;:-*.&gt;:D&lt;:-&gt;:D&lt;:x.  "
309,37ee6716c5dff72b2a45fcbda8c8a9db,hi.heya :).i got the gatorade.great;i'm proud of you.thanks.did she ask why u wanted it.i just said that it gets hot and i like gatorade.so she bought me that instead of soda so i dont got no soda but i got plenty of gatorade.i love you so very much.thank you :).what would really help is if the minute after she leaves if u would call me;i promise u i will answer.i aint gonna be up if im up when she leaves shell know something is up.just come i know shes leavin trust me.i 100 percent know.ok.they got tickets to some stupid thing she was tellin me about she has to be there by 11am.theres nooooo way shes not leavin.so when do u believe she will leave the house.either like nine am or ten depends im never up before noon tho lol.that i know.but i must tell you;i may have to leave out early because of rush hour traffic.to get there.well just get there about 1230 and ill be ready for u.ok.cool :).  
310,37f5534c6f1fe028649a24e8147900f9,"lol hey! i just woke up lol.hey lol i ordered the pizza.YAY!.im starvin lol.well it might be a while befor i get there but im pickin it up soon then headin down.okies lol.cool,cant wait to see ya.lol me too.i made brownis last nite lol.yay! thats so cool.:D.thanx.lol yw.yeah i got home after 12 last nite.wow u have fun?.yah i did.but not as much fun as im gonna have today n tonite lol.awe lol.got the large supreme with pineapple for ya.oh yay! lol.i LUV it lol.cool lol i know its ur favrite,they didnt have garlic butter tho.oh lol that sux.its k tho.ok good,im all set,ill leave in a few to pick up the pizza then jump on the parkway n head down.okies :D.be carful greggy :D.i will colie dont worry.:).it should take like hour n 1/2 so im givin myself lotsa time but i got good directions.oh cool ok.lol i cant wait see u.i know me too !.lol.anything else u want me to bring.mmmm bring some snapple.ok what flavor.idk lol dont care.they still got peach?.yeah they do,i dont know if they have big bottles or just small ones.ok.how many you want.like 2 for me lol.ok lol u got it.lol cool.anything else.just you :D.ok u know u got that.lol.n i got condoms too.oh ok lol.cool mom woud kill me.:P.lol i know dont worry probly kill me too.lol no thatd b dad.;).ok well im gonna go pick up the snapple n pizza and head down.okies cya soon!.im gonna go take shower.ok cya soon too.oh in case i gotta call u whats ur #.lol hold on lemme go p.ok.ok back lol.i had go re;;u bad.relly.i call u when i get outta shower caus it will show on caller id :(.n dads got that code thing.i dont wanna get in troubl.ok i gotcha if i dont pick up just leave msg,ill see the # on id.okies.:).ok cya soon hon.cya!.  "
311,38490049f17f62984cd904b5f4d5a402,its like way freezin.yes.i rode up 2 get a dew.it is abolutely freezing.i lived.what u doin now.  
312,3895fd5c9be63be20592e835c506e972,y u lie 2 me?.U gona call.? I been waitn babe.its long distanse.Ill call.. Wuts tha number on tha phone.at the front desk?.u cant answer it duh.dude u waisted all my time i gotta go back upstairs ur hella wrong.I can call tha front desk &amp; ask 4 u.Huh?.Wut I do.?.um if they page me my grams will here it i gotta go.bye.  
313,38c69ef5e990fc76a30d03eefa6efea6,hey Aimee.r u online?.message me when ur on line.hi.  
